Attachments,AvailabilityZone,CreateTime,Encrypted,Iops,KeyManager,LastSnapshotDate,MultiAttachEnabled,Operator,Size,SnapshotId,State,Throughput,VolumeType,arn,id,name
"[{""AttachTime"":""2025-03-20 14:49:41+00:00"",""DeleteOnTermination"":true,""Device"":""/dev/sda1"",""InstanceId"":""i-0cd0ef69d76b715b1"",""State"":""attached"",""VolumeId"":""vol-09899923da31ecfa2""}]",eu-north-1a,2025-03-20 14:49:41.115000+00:00,false,3000,null,null,false,"{""Managed"":false}",29,snap-046802eb841ec1309,in-use,125,gp3,arn:aws:ec2:eu-north-1:628279756055:volume/vol-09899923da31ecfa2,vol-09899923da31ecfa2,vol-09899923da31ecfa2
